BuildingArea,YearBuilt,Car,Address,Postcode,Rooms,Price,Date
114.0,1930.0,1.0,3 Ballarat St,3056.0,1,625000.0,18/06/2016
195.0,1945.0,1.0,5 Black St,3056.0,3,1700000.0,18/06/2016
142.0,,1.0,77 Brickworks Dr,3056.0,3,815000.0,18/06/2016
57.0,1973.0,1.0,11/68 De Carle St,3056.0,2,435000.0,18/06/2016
,,1.0,68 Henkel St,3056.0,2,890000.0,18/06/2016
,,3.0,144 Union St,3056.0,3,1815000.0,18/06/2016
266.0,1890.0,2.0,222 Barkly St,3056.0,5,2500000.0,19/11/2016
88.0,1910.0,1.0,105 Dawson St,3056.0,2,860000.0,19/11/2016
66.0,1960.0,1.0,10/66 De Carle St,3056.0,2,491000.0,19/11/2016
,,1.0,64 Henkel St,3056.0,3,990000.0,19/11/2016
,,1.0,15/11 Aberdeen St,3056.0,2,350000.0,22/05/2016
,1880.0,1.0,35 Charles St,3056.0,2,871000.0,22/05/2016
89.0,1940.0,2.0,5 Hanover St,3056.0,3,985000.0,22/05/2016
162.0,1890.0,1.0,64 Hanover St,3056.0,3,1250000.0,22/05/2016
,,1.0,1/21 Jones St,3056.0,2,542000.0,22/05/2016
112.0,1900.0,1.0,8/2 Pottery Ct,3056.0,3,641000.0,22/05/2016
,,2.0,131 Tinning St,3056.0,5,1395000.0,22/05/2016
104.0,1890.0,1.0,58 Cassels Rd,3056.0,3,860000.0,22/08/2016
,,1.0,2/825 Park St,3056.0,1,440000.0,22/08/2016
,,0.0,26 Talbot St,3056.0,2,860000.0,22/08/2016
,,0.0,4 McPherson St,3056.0,3,835000.0,23/04/2016
68.0,1910.0,1.0,35 Percy St,3056.0,2,705000.0,23/04/2016
,,0.0,94 Wilson St,3056.0,2,800000.0,23/04/2016
117.0,1915.0,1.0,270 Albion St,3056.0,3,880000.0,24/09/2016
,,1.0,1 Davison St,3056.0,3,1000000.0,24/09/2016
105.0,2000.0,1.0,2/18 De Carle St,3056.0,2,754000.0,24/09/2016
,1890.0,0.0,17 Goodman St,3056.0,2,916000.0,24/09/2016
74.0,2004.0,1.0,5/6 Pottery Ct,3056.0,2,590000.0,24/09/2016
66.0,1950.0,1.0,2/6 Sydney Rd,3056.0,2,575000.0,24/09/2016
,,1.0,41 Eveline St,3056.0,2,1020000.0,25/02/2017
150.0,1920.0,0.0,28 Frederick St,3056.0,3,1510000.0,25/02/2017
87.0,2007.0,1.0,3/30 Heller St,3056.0,2,801000.0,25/02/2017
126.0,2011.0,2.0,32 Lobb St,3056.0,3,820000.0,25/02/2017
45.0,1970.0,1.0,10/285 Brunswick Rd,3056.0,1,370000.0,26/07/2016
104.0,1890.0,0.0,4 Frederick St,3056.0,3,1170000.0,26/07/2016
129.0,1920.0,1.0,4 Bell St,3056.0,4,1790000.0,27/06/2016
118.0,2000.0,1.0,2/123 Brunswick Rd,3056.0,3,640000.0,27/06/2016
,,0.0,4 Bryant St,3056.0,4,820000.0,27/06/2016
207.0,1958.0,2.0,36 Charles St,3056.0,4,1875000.0,27/06/2016
1041.0,1925.0,1.0,7 Garnet St,3056.0,3,1053000.0,27/06/2016
111.0,2012.0,1.0,11 William St,3056.0,3,705000.0,27/06/2016
,,1.0,10/150 Brunswick Rd,3056.0,1,240000.0,27/11/2016
1.0,,2.0,329 Brunswick Rd,3056.0,4,1175000.0,27/11/2016
127.0,1920.0,0.0,7 Hall St,3056.0,4,1217000.0,27/11/2016
119.0,1943.0,3.0,7 Louisa St,3056.0,3,1020000.0,27/11/2016
,2010.0,1.0,302/34 Union St,3056.0,2,1180000.0,27/11/2016
132.0,1910.0,1.0,26 Warburton St,3056.0,3,1340000.0,27/11/2016
214.0,1916.0,1.0,11 Denman St,3056.0,4,1410000.0,28/05/2016
126.0,1900.0,1.0,19 Horne St,3056.0,3,1550000.0,28/05/2016
122.0,2010.0,1.0,30 Lobb St,3056.0,3,740000.0,28/05/2016
,,2.0,60 Rose St,3056.0,3,947000.0,28/05/2016
89.0,2002.0,2.0,2/22 Saxon St,3056.0,2,592500.0,28/05/2016
,,1.0,38 Stewart St,3056.0,3,1317000.0,28/05/2016
54.0,1965.0,1.0,11/6 Sydney Rd,3056.0,1,370000.0,28/05/2016
120.0,1880.0,1.0,46 Tinning St,3056.0,2,765000.0,28/05/2016
82.0,1890.0,1.0,10 Cliff St,3056.0,1,772000.0,28/08/2016
130.0,1890.0,1.0,69 Glenlyon Rd,3056.0,3,1210000.0,28/08/2016
199.0,1910.0,1.0,25 Gray St,3056.0,4,1755000.0,28/08/2016
,,1.0,30 Mountfield St,3056.0,2,1073000.0,28/08/2016
,,1.0,109 Stewart St,3056.0,3,1080000.0,28/08/2016
103.0,1910.0,2.0,411 Barkly St,3056.0,2,945000.0,30/07/2016
157.0,1930.0,1.0,52 Talbot St,3056.0,2,755000.0,30/07/2016
69.0,1960.0,1.0,8/7 Passfield St,3055.0,2,521500.0,3/09/2016
,1980.0,1.0,9/610 Moreland Rd,3055.0,2,320000.0,3/12/2016
119.0,1920.0,1.0,25 Wales St,3055.0,3,1190000.0,3/12/2016
,,0.0,89 Pearson St,3055.0,3,942000.0,4/03/2017
60.0,1970.0,1.0,2/13 Walker St,3055.0,2,471000.0,4/03/2017
,,2.0,4/1 Allard St,3055.0,2,473000.0,4/06/2016
,,1.0,5 Halpin St,3055.0,3,1200000.0,4/06/2016
,,2.0,42 Whitby St,3055.0,4,930000.0,4/06/2016
42.0,2000.0,1.0,1/455 Albion St,3055.0,1,265000.0,7/05/2016
93.0,1930.0,0.0,64 Pearson St,3055.0,3,955000.0,7/05/2016
321.0,1997.0,2.0,497 Albion St,3055.0,5,1350000.0,7/11/2016
85.0,1970.0,1.0,11/7 Egginton St,3055.0,2,380000.0,7/11/2016
37.0,1960.0,0.0,12/881 Park St,3055.0,1,300000.0,7/11/2016
95.0,1950.0,2.0,10 Yarrabin St,3055.0,3,810000.0,7/11/2016
,1970.0,1.0,4/22 Murray St,3055.0,2,380000.0,10/09/2016
119.0,1935.0,0.0,81 Melville Rd,3055.0,3,793000.0,10/12/2016
64.0,1960.0,1.0,6/524 Moreland Rd,3055.0,2,400000.0,10/12/2016
70.0,2013.0,1.0,107/480 Albion St,3055.0,2,400500.0,11/02/2017
155.0,2010.0,2.0,1/572 Moreland Rd,3055.0,3,797500.0,11/02/2017
,2002.0,1.0,18/180 Union St,3055.0,2,435000.0,12/06/2016
,,2.0,468 Moreland Rd,3055.0,3,920000.0,12/11/2016
,,2.0,915 Park St,3055.0,3,1172000.0,12/11/2016
135.0,1900.0,2.0,121 Pearson St,3055.0,3,1300000.0,12/11/2016
101.0,1930.0,2.0,81 Whitby St,3055.0,3,1330000.0,12/11/2016
,1934.0,1.0,24 Burnell St,3055.0,3,1245000.0,14/05/2016
,,1.0,102 Melville Rd,3055.0,2,900000.0,14/05/2016
287.0,1982.0,1.0,2 Henderson St,3055.0,7,1205000.0,15/10/2016
62.0,1970.0,1.0,4/42 Passfield St,3055.0,2,380000.0,15/10/2016
168.0,1935.0,1.0,171 Union St,3055.0,3,1095000.0,15/10/2016
82.0,1970.0,1.0,2/243 Union St,3055.0,2,680000.0,15/10/2016
87.0,1910.0,1.0,201 Hope St,3055.0,2,711000.0,16/04/2016
,,4.0,7 Zeal St,3055.0,2,910000.0,16/04/2016
,,3.0,194 Dawson St,3055.0,3,1186000.0,16/07/2016
75.0,1970.0,1.0,5/8 Murray St,3055.0,2,500000.0,16/07/2016
,1926.0,1.0,33 Whitby St,3055.0,2,1005000.0,17/09/2016
62.0,1970.0,1.0,7/7 Allard St,3055.0,2,385000.0,18/03/2017
,,1.0,5/21 Cumming St,3055.0,2,656000.0,18/03/2017
59.0,1960.0,1.0,3/546 Moreland Rd,3055.0,2,370000.0,18/03/2017
43.0,1970.0,1.0,2/8 Walker St,3055.0,1,320000.0,18/06/2016
,,1.0,29 Grantham St,3055.0,4,988000.0,19/11/2016
,,1.0,3/447 Brunswick Rd,3055.0,2,400000.0,22/05/2016
42.0,1970.0,1.0,9/39 Heller St,3055.0,1,330000.0,22/05/2016
193.0,1920.0,3.0,542 Albion St,3055.0,5,1200000.0,22/08/2016
66.0,1960.0,1.0,6/86 Heller St,3055.0,2,537000.0,22/08/2016
141.0,1950.0,2.0,7 Morrow St,3055.0,3,910000.0,22/08/2016
45.0,1970.0,1.0,8/48 Passfield St,3055.0,1,285000.0,22/08/2016
165.0,1930.0,1.0,9 Peacock St,3055.0,4,921500.0,22/08/2016
,,2.0,1 Culloden St,3055.0,3,995000.0,23/04/2016
,,4.0,117 Pearson St,3055.0,3,901000.0,23/04/2016
116.0,1930.0,2.0,1 Jordan St,3055.0,2,1315000.0,24/09/2016
65.0,1970.0,1.0,8/109 Melville Rd,3055.0,2,370000.0,24/09/2016
109.0,2004.0,2.0,1/464 Victoria St,3055.0,2,735000.0,24/09/2016
148.0,1935.0,1.0,15 Wallace St,3055.0,4,1000000.0,24/09/2016
45.0,1970.0,1.0,10/446 Albion St,3055.0,1,252000.0,25/02/2017
184.0,1920.0,2.0,871 Park St,3055.0,4,1700000.0,25/02/2017
98.0,1900.0,1.0,12 Hamilton St,3055.0,2,820000.0,26/07/2016
65.0,1970.0,1.0,7/5 Allard St,3055.0,2,370000.0,27/06/2016
65.0,1950.0,1.0,1/30 McLean St,3055.0,2,484000.0,27/06/2016
123.0,1999.0,2.0,2/494 Victoria St,3055.0,3,815000.0,27/06/2016
,1950.0,2.0,487 Brunswick Rd,3055.0,3,1150000.0,27/11/2016
,,1.0,1/312 Hope St,3055.0,1,351000.0,27/11/2016
169.0,1910.0,2.0,53 Heller St,3055.0,4,1150000.0,28/05/2016
,2009.0,1.0,4/38 Melville Rd,3055.0,2,598000.0,28/05/2016
84.0,1977.0,1.0,2/530 Victoria St,3055.0,2,497000.0,28/05/2016
,,2.0,5/22 Whitby St,3055.0,2,403000.0,28/05/2016
62.0,1960.0,1.0,1/536 Albion St,3055.0,2,440000.0,28/08/2016
115.0,1930.0,1.0,196 Melville Rd,3055.0,2,816000.0,28/08/2016
,1920.0,2.0,481 Albion St,3055.0,4,1585000.0,30/07/2016
150.0,1925.0,2.0,16 Bakers Pde,3055.0,4,970000.0,30/07/2016
140.0,2000.0,2.0,19a Elizabeth St,3105.0,3,851000.0,3/09/2016
180.0,1960.0,2.0,42 Robert St,3105.0,4,1300000.0,3/09/2016
,,2.0,92 Swanston St,3105.0,4,1110000.0,3/09/2016
214.0,1957.0,2.0,25 William St,3105.0,4,1235000.0,3/09/2016
,2012.0,2.0,28 Rocklea Rd,3105.0,4,1505000.0,3/12/2016
197.0,1980.0,2.0,4 Albany Pl,3105.0,4,1303000.0,4/03/2017
,,3.0,4 Greenhill Ct,3105.0,5,1336000.0,4/03/2017
190.0,1960.0,2.0,130 Manningham Rd,3105.0,3,880000.0,4/06/2016
,,1.0,40 Riverview Tce,3105.0,3,980000.0,4/06/2016
226.0,2013.0,2.0,6a Tobruk St,3105.0,3,975000.0,4/06/2016
,,2.0,5 Fuller St,3105.0,3,1127000.0,6/08/2016
180.0,1950.0,1.0,13 Montgomery Pl,3105.0,3,990000.0,6/08/2016
,,2.0,10 Tanami Ct,3105.0,4,1401000.0,6/08/2016
,1965.0,2.0,28 Dale St,3105.0,3,1340000.0,7/05/2016
159.0,1970.0,2.0,206 Manningham Rd,3105.0,4,1225000.0,7/05/2016
304.0,1975.0,2.0,9 Albany Pl,3105.0,5,1490000.0,7/11/2016
,1960.0,2.0,10a Elizabeth St,3105.0,3,1250000.0,8/10/2016
323.0,,2.0,49 Furneaux Gr,3105.0,4,1002000.0,8/10/2016
,1971.0,2.0,47 Sheahans Rd,3105.0,4,1260000.0,10/09/2016
165.0,1965.0,2.0,38 Balwyn Rd,3105.0,3,905000.0,10/12/2016
,,3.0,11 Carrathool St,3105.0,3,1400000.0,10/12/2016
225.0,1960.0,1.0,135 Manningham Rd,3105.0,4,1085000.0,10/12/2016
,,1.0,24 Robert St,3105.0,4,1300000.0,10/12/2016
100.0,1985.0,2.0,1/15 Estelle St,3105.0,3,787000.0,11/02/2017
6791.0,,2.0,19 Warringal St,3105.0,4,1280000.0,11/03/2017
96.0,1960.0,1.0,14 Kandanga Gr,3105.0,3,1075000.0,12/11/2016
,,2.0,153 Thompsons Rd,3105.0,2,890000.0,12/11/2016
,1970.0,2.0,38 Rocklea Rd,3105.0,4,1320000.0,14/05/2016
245.0,1996.0,2.0,23 Bourke St,3105.0,4,1302000.0,15/10/2016
719.0,1965.0,1.0,8 Vera St,3105.0,3,1050000.0,15/10/2016
212.0,1970.0,3.0,71 Summit Dr,3105.0,4,1000000.0,16/04/2016
300.0,1985.0,2.0,7 Kampman St,3105.0,4,1300000.0,18/03/2017
,,2.0,63 Thompsons Rd,3105.0,4,1250000.0,18/03/2017
,,1.0,28 Kenneth St,3105.0,4,976000.0,18/06/2016
,,1.0,15 Riverview Tce,3105.0,2,980000.0,18/06/2016
,,1.0,1/7 Westwood Dr,3105.0,3,812500.0,19/11/2016
175.0,1975.0,2.0,14 Collins St,3105.0,3,990000.0,22/08/2016
,,2.0,4 Graeme Ct,3105.0,4,1244000.0,23/04/2016
212.0,1975.0,2.0,19 Barak St,3105.0,4,1100000.0,24/09/2016
,1998.0,2.0,13 Birrarrung Ct,3105.0,4,1475000.0,24/09/2016
,,3.0,42 Gisborne St,3105.0,4,1140000.0,24/09/2016
,,0.0,43 Helene St,3105.0,2,833000.0,25/02/2017
140.0,1965.0,1.0,28 Flinders St,3105.0,2,903000.0,26/07/2016
,,2.0,1 Fuller St,3105.0,4,1351000.0,28/05/2016
,,2.0,13 Hillside Rd,3105.0,2,1060000.0,28/05/2016
,,2.0,17 Kathleen Gr,3105.0,3,1063000.0,28/05/2016
253.0,1940.0,2.0,15 Loudon Rd,3125.0,5,1590000.0,3/09/2016
,,2.0,4 Bennett St,3125.0,3,1390000.0,3/12/2016
,1960.0,2.0,7 Keogh St,3125.0,3,1300000.0,3/12/2016
111.0,1960.0,2.0,35 McCubbin St,3125.0,4,1890000.0,3/12/2016
130.0,2000.0,2.0,2/32 McIntyre St,3125.0,3,1022500.0,3/12/2016
,,1.0,1 Webb St,3125.0,3,1250000.0,3/12/2016
,,1.0,163 Highbury Rd,3125.0,3,1151000.0,4/02/2016
145.0,1970.0,1.0,30 Station St,3125.0,3,1755000.0,4/02/2016
,1980.0,2.0,1/109 Station St,3125.0,3,686000.0,4/03/2017
136.0,1950.0,1.0,2 Elgar Rd,3125.0,3,1300000.0,4/06/2016
111.0,1950.0,1.0,48 Station St,3125.0,3,1160000.0,4/06/2016
229.0,1996.0,2.0,7 Wattlebird Ct,3125.0,4,2000000.0,7/05/2016
103.0,1960.0,2.0,1/14 Corrigan St,3125.0,3,790000.0,7/11/2016
174.0,1950.0,1.0,25 Greenwood St,3125.0,4,1682000.0,8/10/2016
115.0,2002.0,1.0,14/1 Conservatory Dr,3125.0,3,625000.0,10/09/2016
,,2.0,2/22 Scott Gr,3125.0,3,780000.0,10/09/2016
,,2.0,2 Bennett St,3125.0,3,1342000.0,10/12/2016
,,2.0,12 Havelock St,3125.0,4,1782800.0,10/12/2016
,,2.0,3 Peacock St,3125.0,3,1468000.0,11/02/2017
120.0,1975.0,1.0,1/10 McComas Gr,3125.0,2,650000.0,11/03/2017
210.0,2013.0,2.0,1/34 Cumming St,3125.0,5,1060000.0,12/06/2016
210.0,2005.0,2.0,33 Brockhoff Dr,3125.0,4,1255000.0,12/11/2016
,1955.0,4.0,229 Highbury Rd,3125.0,4,900000.0,13/08/2016
92.0,1965.0,1.0,2a Iris St,3125.0,2,633000.0,14/05/2016
,,2.0,5 Keogh St,3125.0,3,1070500.0,14/05/2016
,,2.0,22 Andrews St,3125.0,3,1175000.0,15/10/2016
,,2.0,24 Wallace Rd,3125.0,3,1521000.0,15/10/2016
82.0,1950.0,2.0,29 Meldan St,3125.0,2,1350000.0,16/04/2016
,1993.0,2.0,1/392 Burwood Hwy,3125.0,3,752000.0,17/09/2016
112.0,1950.0,1.0,1/46 Gillard St,3125.0,3,570000.0,17/09/2016
,,2.0,10 Hastings St,3125.0,3,1460000.0,17/09/2016
126.0,1998.0,2.0,2/3 Havelock St,3125.0,3,745000.0,17/09/2016
380.0,2014.0,2.0,4 Iris St,3125.0,5,2150000.0,17/09/2016
92.0,1995.0,2.0,8/33 McIntyre St,3125.0,3,746000.0,17/09/2016
120.0,1950.0,2.0,19 Puerta St,3125.0,3,1540000.0,17/09/2016
,,2.0,1/24 Edwards St,3125.0,3,1145000.0,18/03/2017
,1950.0,1.0,38 Gillard St,3125.0,5,1410000.0,18/03/2017
,,1.0,2/17 Montpellier Rd,3125.0,3,640000.0,18/06/2016
,1963.0,2.0,18 Murray Dr,3125.0,4,1800000.0,18/06/2016
212.0,2005.0,2.0,8 Pescott Cl,3125.0,4,1270000.0,18/06/2016
176.0,2013.0,2.0,55 Parer St,3125.0,4,900000.0,22/05/2016
220.0,2005.0,2.0,18 Brockhoff Dr,3125.0,4,1250000.0,24/09/2016
182.0,1970.0,3.0,6 Alimar Ct,3125.0,4,1410000.0,27/06/2016
,,1.0,1/26 Peacock St,3125.0,5,1100000.0,27/06/2016
,,2.0,2 Octavia Ct,3125.0,4,1485000.0,27/11/2016
,,1.0,16 Renown St,3125.0,3,2068000.0,27/11/2016
,,1.0,10 Goold St,3125.0,3,1000000.0,28/05/2016
150.0,1950.0,1.0,1/54 McIntyre St,3125.0,4,800000.0,28/05/2016
106.0,2001.0,1.0,3/124 Highbury Rd,3125.0,3,702000.0,28/08/2016
189.0,1890.0,1.0,28 Brinsley Rd,3124.0,4,2650000.0,3/09/2016
,,2.0,2/1 Glen Iris Rd,3124.0,3,1615000.0,3/09/2016
,,2.0,1288 Toorak Rd,3124.0,4,3225000.0,3/09/2016
,1940.0,2.0,1/806 Burke Rd,3124.0,2,1017000.0,3/12/2016
87.0,1970.0,1.0,4/2 Callanish Rd,3124.0,2,729000.0,3/12/2016
348.0,1940.0,1.0,49 Christowel St,3124.0,5,2600000.0,3/12/2016
189.0,1998.0,2.0,3/107 Wattle Valley Rd,3124.0,3,1650000.0,3/12/2016
,1940.0,4.0,22 Netherway St,3124.0,5,2860000.0,4/03/2017
,1994.0,2.0,1/569 Camberwell Rd,3124.0,2,950000.0,4/06/2016
68.0,1960.0,1.0,9/43 Inglesby Rd,3124.0,2,615000.0,4/06/2016
164.0,1960.0,2.0,89 Radnor St,3124.0,3,1987000.0,4/06/2016
86.0,1970.0,1.0,3/28 Stodart St,3124.0,2,683000.0,4/06/2016
154.0,1950.0,1.0,2 Thomas St,3124.0,3,1690000.0,4/06/2016
56.0,2011.0,1.0,19/1295 Toorak Rd,3124.0,2,430000.0,4/06/2016
,1960.0,1.0,3/926 Toorak Rd,3124.0,2,717000.0,4/06/2016
,,2.0,1/1 Glen Iris Rd,3124.0,3,1300000.0,6/08/2016
,,4.0,68 Hunter Rd,3124.0,4,2950000.0,7/05/2016
232.0,1897.0,2.0,18 Russell St,3124.0,4,2600000.0,7/05/2016
131.0,1930.0,2.0,19 Thomas St,3124.0,3,2325000.0,7/05/2016
77.0,1960.0,1.0,3/220 Warrigal Rd,3124.0,2,435000.0,7/11/2016
,,1.0,2 Oxford St,3124.0,2,892000.0,8/10/2016
111.0,,1.0,3/573 Riversdale Rd,3124.0,2,900400.0,10/09/2016
,,2.0,12 Brinsley Rd,3124.0,4,2090000.0,10/12/2016
,,2.0,3/575 Burke Rd,3124.0,3,1250000.0,10/12/2016
105.0,1925.0,2.0,4 Range St,3124.0,3,2000000.0,12/06/2016
115.0,1938.0,1.0,163 Through Rd,3124.0,3,1302000.0,12/06/2016
,,2.0,2/37 Donna Buang St,3124.0,3,1430000.0,12/11/2016
160.0,1930.0,1.0,13 Grace St,3124.0,3,1622000.0,12/11/2016
77.0,1965.0,1.0,7/5 Holly St,3124.0,2,502000.0,12/11/2016
77.0,1960.0,1.0,3/220 Warrigal Rd,3124.0,2,435000.0,12/11/2016
,1960.0,1.0,2/3 Tyrone St,3124.0,2,620000.0,13/08/2016
,1920.0,2.0,603 Burke Rd,3124.0,5,2000000.0,14/05/2016
89.0,1960.0,1.0,3/5 Holly St,3124.0,3,591000.0,14/05/2016
3112.0,1920.0,4.0,46 Athelstan Rd,3124.0,5,2608000.0,15/10/2016
133.0,1930.0,1.0,6 Gavan St,3124.0,3,1780000.0,15/10/2016
225.0,2009.0,2.0,4 Ada St,3124.0,3,2250000.0,16/04/2016
95.0,1930.0,1.0,591 Camberwell Rd,3124.0,2,895000.0,16/04/2016
213.0,1920.0,0.0,5 Cooloongatta Rd,3124.0,3,1800000.0,16/04/2016
,1935.0,0.0,5 Nicholsdale Rd,3124.0,4,1400000.0,16/04/2016
,,1.0,2/564 Riversdale Rd,3124.0,2,693000.0,16/07/2016
88.0,1970.0,1.0,2/25 Hazel St,3124.0,2,900000.0,17/09/2016
317.0,1994.0,2.0,18 Middle Rd,3124.0,5,2700000.0,17/09/2016
76.0,1960.0,1.0,8/1277 Toorak Rd,3124.0,2,530000.0,17/09/2016
,,2.0,4/17 Hazel St,3124.0,2,805000.0,18/03/2017
163.0,1960.0,2.0,15 Hollsmoor Rd,3124.0,4,2228000.0,18/03/2017
,1970.0,2.0,4/1 Through Rd,3124.0,3,930000.0,18/03/2017
,,1.0,2/1021 Toorak Rd,3124.0,2,590000.0,18/03/2017
,,2.0,37 Victoria Rd,3124.0,4,4760000.0,18/03/2017
102.0,1930.0,1.0,6 Wilson Gr,3124.0,3,1602500.0,18/03/2017
,,2.0,16 Joffre St,3124.0,3,1515000.0,18/06/2016
,,4.0,9a Russell St,3124.0,2,1800000.0,18/06/2016
,,1.0,6/11 Seymour Gr,3124.0,2,530000.0,22/05/2016
,,1.0,6/68 Brinsley Rd,3124.0,2,558000.0,22/08/2016
,,2.0,2/13 Glyndon Rd,3124.0,2,1185000.0,22/08/2016
130.0,1920.0,2.0,13 Smith Rd,3124.0,3,2177000.0,22/08/2016
,,1.0,14 Hollsmoor Rd,3124.0,3,2155000.0,24/09/2016
146.0,1960.0,4.0,68 Bowen St,3124.0,3,3400000.0,25/02/2017
,,2.0,64A Christowel St,3124.0,2,1470000.0,25/02/2017
,1969.0,1.0,2/23 Hazel St,3124.0,2,820000.0,25/02/2017
164.0,1940.0,2.0,26 Hunter Rd,3124.0,3,2105000.0,25/02/2017
160.0,1990.0,2.0,6 Judd St,3124.0,3,1625000.0,25/02/2017
,,3.0,638 Riversdale Rd,3124.0,3,1750000.0,25/02/2017
220.0,2016.0,2.0,16A Waterloo St,3124.0,3,3300000.0,25/02/2017
81.0,1960.0,1.0,1/3 Crescent Rd,3124.0,2,667000.0,27/06/2016
,,2.0,30 Smith Rd,3124.0,5,2800000.0,27/06/2016
,,1.0,22 Avenue Rd,3124.0,2,1175000.0,27/11/2016
,,1.0,3/595 Burke Rd,3124.0,2,775000.0,27/11/2016
,,2.0,16 Callanish Rd,3124.0,3,2220000.0,27/11/2016
145.0,1920.0,4.0,29 Kalang Rd,3124.0,4,2015000.0,27/11/2016
75.0,1970.0,1.0,1/28 Nevis St,3124.0,2,700000.0,27/11/2016
,,1.0,808 Riversdale Rd,3124.0,3,1700000.0,27/11/2016
270.0,1890.0,1.0,25 Russell St,3124.0,4,3225000.0,27/11/2016
,,1.0,2/22 Seymour Gr,3124.0,2,810000.0,27/11/2016
407.0,2009.0,2.0,44 Athelstan Rd,3124.0,5,3320000.0,28/05/2016
282.0,1980.0,2.0,2 Hazel St,3124.0,5,2125000.0,28/05/2016
210.0,1960.0,2.0,91 Radnor St,3124.0,4,2030000.0,28/05/2016
257.0,1912.0,1.0,612 Riversdale Rd,3124.0,4,2750000.0,28/05/2016
271.0,1980.0,4.0,532 Burke Rd,3124.0,4,2000000.0,28/08/2016
,1960.0,1.0,4/26 Cornell St,3124.0,2,706000.0,28/08/2016
453.0,2010.0,1.0,9 Derby St,3124.0,5,2250000.0,28/08/2016
363.0,2005.0,2.0,20 Kirkwood Dr,3124.0,5,2740000.0,28/08/2016
215.0,1935.0,2.0,18 Irilbarra Rd,3126.0,4,2950000.0,3/09/2016
130.0,1920.0,1.0,33 Myrtle Rd,3126.0,3,1587500.0,3/12/2016
232.0,,4.0,1/17 Chatham Rd,3126.0,4,1550000.0,4/03/2017
,,1.0,1/28 Milton St,3126.0,2,765000.0,4/03/2017
83.0,1960.0,1.0,3/13 Wattle Valley Rd,3126.0,2,830000.0,4/06/2016
229.0,1910.0,1.0,2 McGregor St,3126.0,4,2375000.0,7/05/2016
297.0,1910.0,2.0,31 Rubens Gr,3126.0,5,2900000.0,7/05/2016
148.0,1890.0,2.0,42 Warburton Rd,3126.0,3,2200000.0,7/05/2016
235.0,1890.0,1.0,5 Margaret St,3126.0,4,2620000.0,7/11/2016
104.0,1945.0,1.0,5 Dorothea St,3126.0,2,1305000.0,8/10/2016
,,3.0,3 Monomeath Pl,3126.0,4,4350000.0,8/10/2016
140.0,1998.0,1.0,1b Daphne St,3126.0,3,928000.0,10/09/2016
222.0,2005.0,4.0,13 Byron St,3126.0,5,2930000.0,10/12/2016
173.0,1927.0,3.0,21 Compton St,3126.0,4,2950000.0,10/12/2016
,,1.0,29 Rubens Gr,3126.0,4,3800000.0,11/02/2017
92.0,1965.0,1.0,4/34 Rochester Rd,3126.0,2,722000.0,12/11/2016
282.0,1910.0,4.0,8 Dudley Pde,3126.0,5,2350000.0,15/10/2016
,,2.0,1/8 Faversham Rd,3126.0,3,1680000.0,15/10/2016
207.0,1997.0,2.0,21 Marden St,3126.0,3,1640000.0,15/10/2016
197.0,1910.0,1.0,47 Warburton Rd,3126.0,3,1680000.0,17/09/2016
427.0,2013.0,4.0,77 Highfield Rd,3126.0,5,3550000.0,18/03/2017
,1910.0,1.0,55 Warburton Rd,3126.0,3,1385000.0,18/06/2016
411.0,2008.0,4.0,17 Irilbarra Rd,3126.0,4,3400000.0,19/11/2016
,,1.0,2/20 Margaret St,3126.0,2,690500.0,23/04/2016
216.0,1995.0,2.0,12a View St,3126.0,3,1850000.0,26/07/2016
,,2.0,6/124 Canterbury Rd,3126.0,2,736000.0,27/06/2016
,,2.0,3/34 Faversham Rd,3126.0,3,1843000.0,27/06/2016
,,1.0,3/124 Canterbury Rd,3126.0,2,685000.0,27/11/2016
,,3.0,2A Erica St,3126.0,2,1800000.0,27/11/2016
,1986.0,2.0,1/29 Logan St,3126.0,3,1800000.0,27/11/2016
276.0,2012.0,2.0,35 Myrtle Rd,3126.0,4,3145000.0,27/11/2016
,,2.0,8 Avenue Athol,3126.0,4,1742000.0,28/05/2016
,,2.0,1/27 Maling Rd,3126.0,4,1420000.0,28/08/2016
,,2.0,2/46 Wattle Valley Rd,3126.0,2,1016000.0,30/07/2016
,1900.0,1.0,527 Nicholson St,3054.0,3,1330000.0,3/09/2016
,,0.0,593 Canning St,3054.0,3,1540000.0,4/03/2017
130.0,1890.0,0.0,112 Newry St,3054.0,4,1425000.0,4/03/2017
,,1.0,122 Richardson St,3054.0,2,1725000.0,4/03/2017
,,0.0,632 Rathdowne St,3054.0,3,1280000.0,6/08/2016
164.0,1910.0,2.0,989 Drummond St,3054.0,3,2950000.0,7/05/2016
163.0,1920.0,0.0,700 Rathdowne St,3054.0,4,2175000.0,7/05/2016
,1970.0,1.0,2/872 Drummond St,3054.0,2,765000.0,8/10/2016
104.0,2009.0,1.0,1 Fletcher La,3054.0,2,800000.0,10/12/2016
,,0.0,173 MacPherson St,3054.0,2,1301000.0,10/12/2016
142.0,2015.0,0.0,967 Drummond St,3054.0,4,2718000.0,11/03/2017
,1970.0,1.0,9/823 Rathdowne St,3054.0,1,468000.0,11/03/2017
172.0,1900.0,0.0,392 Station St,3054.0,2,2400000.0,12/11/2016
